long,lat
8.47022581870218,47.3737594590423
8.47330208909861,47.3878535163517
8.47488200350639,47.4074207367271
8.47598945969357,47.369509847398
8.47793585771064,47.360463579204
8.47958248121264,47.4010886604045
8.48126740082308,47.4123263579139
8.48250003732872,47.3950483496314
8.48560598500242,47.3967980334242
8.48693502062083,47.3572430027064
8.48826359410341,47.3871631730855
8.48930744451949,47.3546629691446
8.49170798583357,47.3828411643897
8.49426324748293,47.3569957124096
8.49487887636393,47.4141872001139
8.49582266143002,47.3523366467947
8.49651750055055,47.419041609623
8.49781288887951,47.4128389251553
8.49927168541238,47.391154930696
8.50033498822944,47.3494628172146
8.50132865581516,47.3799732666162
8.50240531688105,47.3893357408291
8.50525884942338,47.3977400315969
8.50607516509411,47.37228961069
8.50683875305876,47.3827990518704
8.50779702774608,47.4038272016236
8.50858143704831,47.3694355974846
8.50943985877021,47.414441042019
8.51029495403124,47.3992812302723
8.51108514745645,47.3636798200705
8.51183997096228,47.3379667090795
8.51239650113663,47.384434600235
8.51289786980973,47.4182134773815
8.51343105589928,47.4067828086294
8.51394680461447,47.3843568536575
8.51450438399893,47.4116228385792
8.51520435738308,47.4257421143991
8.51578967118505,47.3525687753536
8.51631384200877,47.406575165966
8.51680601682635,47.3773521655775
8.51784196503646,47.4114124597603
8.51848437700755,47.371289364171
8.51913557974716,47.3673657077339
8.52044485665021,47.37074105431
8.52094253109791,47.4105519342269
8.52159354072577,47.4005227398286
8.52212991160752,47.3640499883715
8.52275717932775,47.3418914054919
8.52348850721468,47.4035763525985
8.52420263159462,47.3805015082391
8.52478463264264,47.3767241235882
8.52514987151823,47.3845324228655
8.52541080591913,47.3788301678241
8.52567117273624,47.3777684468136
8.52591647690799,47.3619791577759
8.52630524932327,47.4244581469511
8.52674353634295,47.3483564172666
8.52697121850622,47.4032550859898
8.52732246606414,47.353499062341
8.52770380054743,47.3530929379987
8.52809754974725,47.3780731536439
8.52845464628724,47.399088608493
8.52880316020178,47.395886981472
8.52909593556852,47.3668318479871
8.52932875324527,47.4065796348466
8.52966955142742,47.3955507461136
8.53018709924816,47.336077298092
8.53056705335078,47.3962480868219
8.53099103874445,47.3740489685319
8.53209954383898,47.3464966635141
8.53252775880697,47.3560849976237
8.53296889005102,47.4267078177232
8.53360066985611,47.4083461546812
8.53407693496456,47.4040747378465
8.53446664851981,47.3974141818948
8.53491483565412,47.3731740495559
8.53559637124902,47.4029267202858
8.53577620087427,47.3855570346675
8.53618219325776,47.4086287365186
8.53669001154122,47.3684058485818
8.53703706225192,47.3802135379183
8.53966678910134,47.3866242798669
8.54029480558907,47.3850334432888
8.54072461812624,47.4060351260647
8.54125841421908,47.3685645912665
8.54174578770108,47.3354871533276
8.54273230259145,47.3792351739666
8.54325012397858,47.3312022917274
8.54368256675167,47.3685726805288
8.54420787668096,47.3850785772322
8.54473737861082,47.405409293986
8.54516607880062,47.3777352395437
8.54566455240308,47.3762236970031
8.54627571375801,47.3975062519489
8.54776460548834,47.3655029600603
8.54835515772298,47.3784048739109
8.54936046265763,47.3667388943116
8.54980813150589,47.3873281311828
8.55030400862646,47.3771487983544
8.55123184195418,47.3572160152839
8.55159579481743,47.388260599794
8.55205587370242,47.3698423564655
8.55265543105891,47.3788881094136
8.55363993019787,47.3296228170815
8.55396870979226,47.3753260856424
8.55439843962398,47.3822205193691
8.55495996487301,47.3593627197324
8.55550981851355,47.3880562399489
8.55615563645728,47.3784448621891
8.55666901407807,47.3800269211084
8.55713607277795,47.3946994686583
8.55774961270201,47.3868334390984
8.55842622209463,47.3690246350402
8.55914120781619,47.4009823626589
8.55990572308518,47.3708721516281
8.56076781467754,47.39489312504
8.56150933527766,47.4201366406204
8.56219988824426,47.4228666681471
8.56301836339279,47.3643061900304
8.56368176280173,47.3722058162645
8.56562755339013,47.4007750671188
8.56679686576068,47.3741434650724
8.56788300961768,47.3640767046303
8.56905943651593,47.4151590560036
8.57155431759626,47.4202307193087
8.57239182883636,47.3958248650883
8.57341766569951,47.3751162046902
8.57484132887633,47.4087937290766
8.57612207757699,47.4057964021425
8.57686766047524,47.3569837657064
8.57751166350323,47.3680771554867
8.57848617471272,47.3702708663012
8.58229113440457,47.398980272925
8.58519253343118,47.3913401430504
8.58747479338816,47.4078724522348
8.58995612154658,47.3623758561124
8.60259332812656,47.3637647019444
